,0,1
76,-1.2003429,1.9999244
77,2.3631985,-2.011846
78,5.2096415,-0.3059449
79,0.6653676,2.1353004
80,-1.7626947,2.2347808
81,1.6837441,-0.62773156
82,4.36036,-1.0162252
83,-3.1258585,-0.108332634
84,-2.8531923,1.5006287
85,-3.5787823,0.2697782
86,0.79487056,-1.389018
87,3.0273824,-1.8417641
88,0.7945105,-2.0602343
89,1.5923928,1.5993209
90,1.9804525,-1.9660884
91,3.1590774,-1.7903666
92,-1.7811095,2.295713
93,1.5161543,1.7385945
94,4.557184,-1.7556021
95,0.15036704,2.0876472
96,4.68618,-0.86973894
97,-3.7361844,0.43618682
98,3.4695807,-1.4553809
99,-0.50540453,-0.9693395
100,3.9567144,-1.7309598
101,-1.8950845,1.9476287
102,-3.439187,0.50582117
103,1.1009063,2.0432813
104,2.1321468,-2.0768867
105,-0.2040726,-0.9238549
106,3.082888,-0.1449897
107,2.752205,-0.24985506
108,-0.32229185,-0.49650896
109,0.6609144,2.1429937
110,-0.04664241,2.2815704
111,5.2533474,0.014735542
112,1.2928373,-2.1895893
113,1.7726626,0.932456
114,-0.848972,-0.091699705
115,4.7108483,-0.99057853
116,-0.21932642,-1.4756525
117,-2.817324,1.3628328
118,2.2766848,-2.1920354
119,-3.3937166,0.4175031
120,-3.411774,-0.46223143
121,0.84682715,-1.8223195
122,5.2639375,0.5189996
123,3.2296307,-1.9189459
124,2.5719357,-0.15650459
125,2.263465,0.18449897
126,-1.1851221,2.3090672
127,-3.8330233,-0.18494275
128,1.6258348,1.0920814
129,-2.7201915,1.3989438
130,-3.303449,0.83432275
131,-3.7305858,-0.106756024
132,1.0233415,2.1898355
133,0.5227646,1.8540827
134,5.1944056,0.25524127
135,-2.937876,1.3292131
136,-1.847183,2.0266519
137,-3.5419278,0.5450134
138,2.203883,0.12325175
139,3.5563288,0.34452203
140,2.2022617,0.12326538
141,-3.243513,0.60598665
142,-0.9836125,2.018102
143,1.80247,-1.8762399
144,-0.49134216,-0.032881744
145,-1.828127,2.0657244
146,3.6539505,-1.8167404
147,0.91064215,-0.8194522
148,1.0673279,-2.067332
149,-0.48663276,-1.3588659
150,-3.3188725,0.8349179
151,-0.6099156,0.7317598
152,3.7506719,-1.7020543
153,-1.9342468,1.9809339
154,-2.45094,1.5213981
155,0.42048213,1.7842637
156,-1.8880693,-0.34173217
157,-0.32563773,-1.9824072
158,1.2421154,-2.3195553
159,0.11023919,-1.5047736
160,1.8849372,0.18098421
161,4.2187376,-1.5161941
162,0.7616206,-1.6732254
163,-0.041651696,2.3163333
164,0.76181763,-1.9367746
165,5.3282495,-0.64309347
166,4.279066,-1.0349635
167,2.0961857,0.28807187
168,5.010493,-0.68521667
169,1.4940517,-1.8396552
170,-0.66415834,2.2929275
171,2.8106964,-1.9657874
172,2.2049298,-1.8839611
173,2.2804096,-1.9073952
174,-0.5565484,2.3374438
175,2.087026,0.72801
176,0.25251368,1.5182345
177,3.2113678,-2.0828505
178,5.395378,1.4606185
179,2.8837538,-1.8552952
180,2.874409,-2.1586215
181,5.274238,-1.2714908
182,0.83987457,-1.3595494
183,0.6365366,-1.6925088
184,3.7814772,-1.9263661
185,1.0540574,-1.8911151
186,1.4012513,-2.5162137
187,-2.2801518,1.8814144
188,4.6096177,-1.1132122
189,2.9805605,-1.955646
190,2.1935449,-0.4703862
191,-0.29554048,2.3307016
192,-1.1159846,0.043514244
193,-2.99944,1.2811306
194,1.8567998,1.1213833
195,0.04428186,2.1657126
196,-0.63658226,2.309952
197,-0.0892509,2.520505
198,-2.4415317,1.7770061
199,-0.8332681,0.71693826
200,-0.32683405,0.39495027
201,1.8438976,1.0156342
202,1.7056283,-1.8916065
203,2.844979,-1.5894723
204,5.18795,-1.2205601
205,4.713587,-0.651731
206,0.8095118,-1.3976895
207,0.82289684,-1.3470231
208,-1.3288465,0.35575685
209,1.6175468,1.5113304
210,-3.0465412,1.1178273
211,5.4654703,0.27980864
212,2.3317587,-2.019161
213,-3.6262746,-0.43292147
214,-2.1354914,2.0848017
215,-1.6365336,1.9885349
216,0.30478743,1.7936851
217,5.416972,0.3849259
218,-0.11992177,2.4250736
219,-3.5954638,0.43050146
220,1.1251496,2.051728
221,-3.823936,-0.013520255
222,1.4156394,1.2384685
223,6.4182987,0.4445327
224,0.1893058,2.5158143
225,4.6988964,-0.65291584
226,1.7472041,1.7929595
227,-1.5355467,2.2401233
228,-0.65161973,2.3605764
229,-0.62039346,2.369038
230,1.5854759,0.20631391
231,2.461421,-2.2256036
232,-2.1473956,1.8911281
233,0.1047653,-0.9744759
234,-2.7503624,1.6526276
235,-3.864697,-0.50575477
236,2.522776,-2.3040636
237,-0.087296404,2.0890574
238,-3.8753266,-0.14012073
239,-0.19784774,-1.9063493
240,3.2823086,-2.107516
241,2.5862486,-1.7478812
242,-2.8754492,1.3245866
243,1.7158357,0.01941709
244,3.7726948,-1.9258295
245,5.3323174,0.5082878
246,1.5487722,1.580161
247,6.6068935,0.57659495
248,4.8170114,-1.6150656
249,-1.6607021,2.093746
250,4.945196,-0.7575312
251,3.5026243,-1.860907
252,4.045162,-1.6220449
253,-3.333788,0.83413357
254,2.7658582,-1.1432669
255,-0.43976226,2.4989026
256,4.003403,-1.5993611
257,1.619012,1.510001
258,0.9630142,1.3175468
259,1.8181158,1.0727811
260,4.6481614,-0.905121
261,-3.5766325,-0.37019512
262,0.43226314,1.9697014
263,0.59191203,2.1419194
264,-2.7135758,1.524386
265,4.0873094,-1.2702719
266,-0.20303771,2.4692523
267,1.7676429,0.6081529
268,1.2479845,-2.3192315
269,-2.629352,1.6318412
270,-2.0352468,1.8548132
271,5.558454,-0.56237066
272,3.8493893,-1.7613937
273,2.8716252,-2.0110161
274,0.60219765,-1.5656037
275,-2.286868,2.0125103
276,-0.81236064,-0.014576987
277,-3.3857617,0.8479673
278,1.3122679,-1.7490753
279,1.8584368,-2.3662624
280,2.1418202,-2.0760016
281,-0.24379724,2.1810987
282,2.369521,-0.28015095
283,-0.0060467715,2.0118744
284,4.886443,-0.25604
285,4.0241427,-1.5158452
286,2.1027145,-0.36905727
287,5.2405005,0.16203268
288,-2.631528,1.9951949
289,-0.35896498,-0.5631925
290,4.51713,-1.0439761
291,1.9945525,-0.39460176
292,0.05126528,-1.1362954
293,-2.9712665,1.2247398
294,0.83175695,1.8219076
295,1.7710205,0.9276163
296,1.6493081,-1.9873304
297,2.6411462,-1.7342081
298,-3.9033277,-0.5200686
299,-0.31618565,-1.747949
300,3.0980637,-1.9451531
301,-0.038022637,-1.5889524
302,-0.013873305,-1.2786062
303,0.9581391,1.5798148
304,-0.85752493,2.3296478
305,2.1362407,0.91231316
306,-2.7177665,1.5723894
307,3.5941968,-1.8382473
308,-0.76157475,2.391343
309,3.7526605,-1.7026318
310,-1.1556164,2.376212
311,0.26123908,2.4065561
312,-0.6296404,-0.5365208
313,-0.27234992,-1.9174219
314,-0.13967758,2.2382026
315,-3.8363855,-0.021404574
316,4.3760276,-1.021136
317,1.3666495,-1.7186936
318,0.14365683,-0.6354217
319,1.4546239,-2.1613517
320,1.8776853,1.1079819
321,1.7819757,1.9421139
322,0.947587,1.505808
323,-0.3658881,0.0055832425
324,4.7352157,-0.71255654
325,5.5519667,1.1789943
326,-2.675616,1.6123985
327,-0.28370163,-0.9732587
328,-1.1627532,2.3121338
329,2.3898866,0.4981787
330,2.3525167,0.14020197
331,2.3821375,-0.2830581
332,0.14376785,2.0790808
333,-0.6000055,2.4236233
334,3.9830992,-1.5983354
335,3.5191908,-1.3961849
336,1.7875428,0.5485774
337,-0.46880695,0.05701447
338,1.3408092,-1.7900482
339,-1.235977,2.4152713
340,2.138502,0.8919414
341,2.1669805,-0.28767914
342,-2.6172698,0.46004468
343,2.431154,-2.2215116
344,4.772954,-0.9953276
345,-1.9229207,1.9727609
346,3.8594396,-1.7662166
347,2.9622173,-2.0184104
348,3.9649646,-1.6567247
349,5.3072376,0.6362477
350,2.2520638,-0.46533063
351,-3.675882,-0.09891149
352,1.8897263,0.3488206
353,-0.43884203,-1.1326443
354,4.2279634,-1.4844376
355,1.163005,-1.6922212
356,0.06936205,-1.2340813
357,3.1866837,-1.413609
358,-1.8167691,2.015724
359,4.9410186,-0.0074859485
360,5.1674824,-0.05679328
361,-0.3158822,-1.0344518
362,1.7987882,-2.1199663
363,1.5261269,1.3580625
364,-0.57707894,-0.7625699
365,-0.419905,2.1898372
366,-3.6282344,-0.14640097
367,5.728731,0.022865623
368,3.65838,-1.807393
369,-3.8379939,0.18094517
370,3.5754652,-1.822426
371,-0.16308771,-0.79562455
372,4.600961,-1.0112033
373,-0.70317423,2.3622637
374,-0.8039258,-0.015755994
375,-1.0965844,2.2678933
376,-1.9229128,2.182825
377,0.08241053,-1.3524909
378,-3.805787,-0.01242465
379,-3.8271759,-0.47097373
380,-3.1540604,-0.484144
381,1.0285536,-1.899017
382,0.37346455,2.0266902
383,0.5223654,-1.6360133
384,0.97720796,1.3844566
385,-0.523144,2.6374311
386,-0.7082211,1.3829938
387,0.8420233,-1.3589646
388,4.418738,-1.3864169
389,-0.7945478,2.390761
390,0.046653535,-1.3091164
391,0.5149847,2.3295984
392,-3.6293335,-0.44509763
393,-2.6899128,1.4817897
394,2.0744305,-0.29545557
395,4.9565587,-0.8532272
396,1.4993321,-0.86769575
397,-0.2754437,-0.7488395
398,-2.9984367,1.0974756
399,1.1872089,-0.2642574
400,1.5712507,0.8347754
401,4.1874266,-1.7999564
402,2.9696648,-2.2191567
403,4.052846,-1.5560379
404,5.1110263,-0.36170697
405,2.3320985,-0.6664715
406,3.4511359,-1.8544643
407,0.048722297,-1.6398823
408,5.609229,0.6756538
409,0.4546657,-1.8306137
410,-2.6486878,1.5579472
411,-1.9578053,2.1212618
412,-3.8460643,-0.117857575
413,3.3872728,-1.8792957
414,0.90346503,2.249239
415,0.49091908,-1.7184105
416,-0.094053306,2.511025
417,1.7223177,-1.6206452
418,0.740519,1.8729825
419,-2.315817,1.8462172
420,4.0381017,-1.5117875
421,5.2348504,0.5604782
422,1.547048,0.90137565
423,0.08537784,-1.0293556
424,-0.2783942,-0.9746154
425,5.325901,-0.22160912
426,2.3022702,-2.018574
427,-0.1567749,-0.6954024
428,-2.0021532,1.9647341
429,3.8811886,-1.6798518
430,-0.58322567,2.292414
431,5.2346582,0.15911195
432,0.9429229,1.9605751
433,-3.918658,-0.10838002
434,5.3893347,0.3338056
435,-3.888654,-0.45327315
436,-0.35917136,-0.5642824
437,3.8867505,-1.6782045
438,-3.800529,-0.45106032
439,-1.5449212,2.253413
440,-1.0442083,2.0006115
441,0.8128264,-1.844056
442,-2.8143778,0.2683814
443,1.7440673,0.50187254
444,1.5761606,0.9119382
445,-0.55703247,-0.020951191
446,-0.029552529,2.0691745
447,2.558102,-0.15478736
448,1.8236836,0.16586699
449,-3.3441818,0.4913807
450,0.51598126,1.8352277
451,0.80552346,0.94759727
452,0.66089994,-1.7052758
453,-3.5145059,0.21977456
454,2.8703423,-1.9729195
455,-0.3854744,-0.6561435
456,-4.0373106,-0.27734908
457,-0.64344,2.5975678
458,1.9348761,-2.1983209
459,-3.7043595,0.1892966
460,-3.0282629,1.3874989
461,4.007466,-1.8517202
462,5.4155912,0.07675478
463,4.818917,-0.47470444
464,1.8765082,0.18146393
465,1.7265248,1.8512902
466,2.9488304,-1.9493406
467,1.4611452,1.6151978
468,0.9209948,1.5392039
469,-3.8231552,0.048734527
470,-3.4533832,0.19627777
471,4.3190203,-1.4074018
472,-0.31988567,2.7230642
473,-3.9838245,-0.14115614
474,0.8971629,-0.8619279
475,4.8890767,-0.5706887
476,-2.7402496,1.5497587
477,0.6522458,-1.2953714
478,-2.502257,1.7055811
479,4.0405607,-1.848583
480,-1.3436162,2.1050515
481,2.8313973,-1.5142256
482,1.6415337,1.933794
483,0.51871824,-1.7212006
484,5.253321,0.16707166
485,-3.572712,0.08343466
486,-3.3347433,0.49544266
487,-1.9151537,2.1826887
488,1.6236714,1.0113765
489,1.4861323,0.8552279
490,2.9587457,-2.1657982
491,-1.4426688,2.0889187
492,-2.3963425,2.0450711
493,0.470885,1.7214159
494,1.9338862,0.3900962
495,5.4531584,0.60954475
496,1.6987818,-2.2712839
497,5.5015626,0.03743118
498,0.6860385,2.3327947
499,0.80373555,-0.8527428
500,2.2564254,0.29255825
501,-0.5093758,-0.79846656
502,1.9935431,-2.3308625
503,-3.435935,0.50675553
504,-1.1288337,0.5191909
505,-1.0841272,2.2541988
506,3.0807817,-1.9345981
507,5.2204785,-0.2088506
508,1.9948298,0.9081273
509,-3.0905023,1.2699014
510,2.2735934,-0.63833874
511,-3.9004543,-0.50204533
512,0.9048128,1.6104492
513,2.3154788,0.16974743
514,3.940242,-1.3154087
515,0.9497802,1.9608821
516,1.2671981,-1.5272876
517,-2.5709422,1.2474966
518,1.1960344,1.5218737
519,-0.6520329,2.3860307
520,0.3004781,2.4411213
521,4.3862762,-1.1443467
522,2.4143689,-0.07036243
523,-1.013423,-0.21203287
524,1.0727164,-2.068104
525,3.9973187,-2.0119016
526,-2.692601,1.5785189
527,-0.16701935,-0.7951261
528,4.3989677,-1.051555
529,-3.227424,-0.41095084
530,-2.3527753,1.7382723
531,-3.6046653,-0.44155654
532,-2.430403,1.77483
533,-3.3097777,0.8519255
534,1.05549,-2.1133792
535,4.649872,-0.9048009
536,-0.35851938,-0.22684093
537,-1.0973102,2.259977
538,-3.7960494,-0.22289269
539,-2.9085844,1.3143584
540,-3.4738448,0.65058124
541,-1.6604314,2.0857584
542,-1.0791696,2.2721417
543,-0.6180373,2.5986576
544,3.1467085,-1.9328667
545,0.9741467,2.0053995
546,-2.5706,1.5654373
547,-3.5975666,0.20808671
548,-1.0207632,-0.22221975
549,1.3854638,-2.1953623
550,4.682829,-1.0237591
551,1.8377368,1.0513115
552,-1.1466627,2.084617
553,4.8271575,-0.853222
554,2.315066,-0.58699685
555,-0.13836569,-1.317139
556,-3.555755,0.42922914
557,-0.51171106,2.2022545
558,0.51140803,-1.7907305
559,0.51507556,0.8615463
560,2.1346626,1.248008
561,-1.4410034,2.085291
562,-3.2745006,0.677566
563,2.9984581,-1.093102
564,5.534213,0.0743683
565,-3.4189022,-0.5998275
566,-2.1341655,1.7650785
567,4.85323,-0.1083569
568,1.6484439,-1.9859732
569,-2.6909676,1.6412733
570,0.572526,-1.70112
571,2.0600896,0.17791024
572,2.028815,0.6641983
573,3.28753,-1.6199893
574,1.7296153,-0.83102816
575,4.078795,-1.5290734
576,-0.349443,-0.56509256
577,-0.8012958,0.8322217
578,-0.6721356,-0.15782796
579,-3.6277282,-0.44165215
580,0.13876638,-0.62479603
581,-0.3095187,2.3671782
582,0.9182322,-0.9865339
583,0.5106325,0.8615629
584,1.8382946,1.0488524
585,0.20293821,-1.2740275
586,-0.5688857,0.19093902
587,-2.7731013,1.3619463
588,0.45697102,2.1123192
589,2.12359,-2.4470415
590,0.9634341,-2.136865
591,1.6728534,-2.298053
592,3.145296,-1.931787
593,1.3022107,-2.1908896
594,3.9774985,-1.5992849
595,-4.145119,-0.77785516
596,-2.746345,1.5164171
597,0.24820895,1.8596119
598,-3.9005,-0.518041
599,-2.3922231,1.6704164
600,-1.9962543,1.9856101
601,2.3958187,0.5988076
602,-3.0360365,1.3614199
603,0.06456871,-1.0705067
604,-0.0810602,1.9124708
605,0.1564682,2.1783714
606,1.7813864,-2.550844
607,4.277832,-1.9271349
608,0.499335,1.9313685
609,2.8969693,-1.94943
610,0.39390117,-1.2111883
611,-2.7220216,1.5241838
612,-0.4206124,2.2527657
613,2.1470637,-2.2373233
614,-0.39366052,2.2018726
615,3.7833705,-1.7574795
616,-0.5992837,2.62327
617,-2.5021248,2.1253319
618,-1.763443,0.46842194
619,2.119988,0.24293703
620,-3.2998629,0.70624924
621,0.8844874,1.6301532
622,-2.0000184,1.9902207
623,0.10046622,-1.5705557
624,4.8143106,-0.6699962
625,-3.9240885,-0.5363986
626,3.870516,0.48414874
627,2.2756693,0.5966601
628,4.4747424,-1.6071557
629,2.2773263,-2.1921682
630,4.238067,-1.2345687
631,4.8041825,-0.9927098
632,0.66925067,-1.8854795
633,4.5740495,-0.9832408
634,-0.6789598,-0.81259924
635,2.1097305,-0.2948404
636,3.7336504,-1.3581495
637,-2.5166402,1.5831847
638,2.330736,-0.3799889
639,-4.4315205,-0.44411057
640,0.9727905,1.6146631
641,1.6164484,-2.2892814
642,3.1796343,-1.9972755
643,-0.18141459,-1.0614957
644,0.005772627,0.2503487
645,1.0964478,-2.042832
646,-0.18249096,2.530018
647,-2.9157498,1.6778576
648,3.9816756,-1.4122485
649,5.1295743,-1.2330517
650,1.5873209,1.558477
651,-3.4612265,0.4896058
652,1.623344,-0.40384203
653,-3.6272633,0.17301251
654,0.4461166,1.978258
655,0.038738236,2.2595882
656,-3.4680288,0.64032423
657,0.4479154,-0.28716376
658,-0.97626615,-0.055816475
659,2.3944962,0.13025975
660,4.191057,-1.5289022
661,-3.2144363,1.0029144
662,-3.4196515,-0.59808505
663,2.1584697,-0.26324993
664,2.8017302,0.027321711
665,-3.881531,-0.514026
666,2.4998693,-2.1197202
667,-0.28283548,-0.3888724
668,-0.034178864,2.071266
669,-0.38601106,2.3501947
670,1.1731398,1.6105298
671,-3.769929,-0.08342553
672,2.0365825,-0.48772228
673,-0.70611453,0.51009536
674,1.9468356,1.3256724
675,-0.06396658,2.1857748
676,0.8483751,-1.8222929
677,1.4163316,1.2383766
678,1.7846596,-2.5560067
679,0.523275,-1.7216063
680,-3.0439162,0.69326115
681,-0.12482215,-1.2671294
682,-0.37500516,-0.656949
683,-3.4659007,0.13198803
684,0.06212009,-1.2333481
685,2.0658753,-2.081416
686,5.4503894,-0.13981189
687,-3.5396564,0.7955877
688,-1.0069125,0.35757723
689,3.5273721,-1.7942114
690,4.7984047,-0.9947288
691,0.50861615,1.8098911
692,0.008600274,-0.6534153
693,2.2530453,0.0789423
694,0.44341812,0.8004555
695,-0.45162618,2.5002334
696,0.47847256,2.0262616
697,-0.17836583,-0.7945072
698,2.0567763,-2.4102948
699,2.1338606,-2.0753758
700,-2.9021966,0.056784816
701,3.931231,-1.8853186
702,-0.32704082,2.043764
703,5.2960567,0.0534373
704,-0.5879267,-0.40162465
705,-3.49372,0.6326398
706,5.387533,-0.93555754
707,-0.80217284,-1.3106372
708,-0.71409374,2.5796125
709,1.5938278,1.1488321
710,2.487271,0.19562575
711,0.04860483,-1.6391599
712,-0.09172315,-1.1370012
713,-1.9119406,2.1424334
714,-3.9642222,-0.6102192
715,2.7911048,-1.9626536
716,-0.1331176,0.066839926
717,-2.333564,1.6592548
718,2.3258736,0.37660244
719,-1.1851095,2.3209739
720,-4.480674,-0.89761543
721,0.4186547,-1.8278376
722,2.2860866,-1.9083508
723,0.32295606,2.3156514
724,4.703074,-0.99129194
725,0.114966646,2.0832026
726,-2.8093112,1.5522215
727,-0.49032652,0.035857085
728,-1.1997057,1.8770521
729,0.10822962,-1.3748695
730,5.5947485,0.3110505
731,0.84686285,1.5639703
732,2.1243207,0.9331652
733,-0.044188328,2.317274
734,2.366097,-2.5970962
735,2.236309,-0.83374876
736,1.582281,1.501529
737,1.6231788,-0.77670336
738,1.856244,1.2310774
739,3.3778694,-1.8504125
740,1.4717386,-1.6837457
741,2.2152107,0.47200426
742,0.20561971,1.8292265
743,1.9635606,0.46192184
744,2.494956,-2.360107
745,1.6972456,-2.2717943
746,4.7415643,-0.99934727
747,3.8932433,-1.2451117
748,1.4072251,1.6190748
749,3.6418133,-1.7933635
750,4.192687,-1.8292805
751,1.2416172,-1.7123032
752,0.6027591,-1.2186222
753,2.1625504,-0.54332626
754,2.7821088,-2.2024672
755,-2.6182222,1.5282365
756,0.28304315,-0.34947726
757,1.6212468,-2.0282886
758,5.6018777,0.3147261
759,0.272486,2.46271
760,-0.8659252,0.62010556
761,-0.49363634,2.2102249
762,6.050727,0.07172151
763,2.1965394,-0.6250809
764,-2.6204967,1.526377
765,3.0171535,-1.8410124
766,5.1641636,-0.27944508
767,-0.91704285,-0.16961107
768,1.618027,1.5066301
769,1.1067212,-1.9725976
770,5.2047462,-0.04579766
771,-2.850252,1.505368
772,-0.6209875,-0.10355017
773,-1.4315795,2.0885873
774,-2.8068333,1.3297547
775,-1.1895936,2.300339
776,4.7366977,-0.74304736
777,4.4848585,-0.8966156
778,0.6406197,1.1240258
779,1.0220108,1.6327764
780,-3.124854,1.1724225
781,-1.5949686,2.271844
782,3.7822132,-1.4688147
783,0.650963,-1.6126024
784,-3.4443016,0.4123511
785,2.9427264,-2.0133948
786,2.118249,1.2206312
787,3.8394723,-1.4582913
788,4.3447275,-1.850151
789,1.5557498,0.83735645
790,4.6323857,-1.9178877
791,0.8292371,1.523132
792,4.832176,-1.5804974
793,1.5244677,-1.033416
794,-2.6876366,1.6405637
795,0.52558625,2.3293796
796,1.8239533,1.0517461
797,-1.1934271,1.9765663
798,2.423379,-2.4075315
799,-0.4986428,-0.15377139
800,0.7442719,1.7051818
801,-0.14094526,1.8167915
802,5.3296866,0.7194549
803,-3.378916,0.4751654
804,-0.3381116,-0.56821144
805,-1.7770058,2.2898648
806,-3.5299993,0.21658829
807,0.87859577,1.9931813
808,4.5295973,-1.1230379
809,5.041204,-0.50456494
810,-0.5265772,2.2580564
811,-2.418057,1.8063598
812,-2.0314276,2.2077696
813,2.1414511,0.35662064
814,4.8870845,-1.4435107
815,2.0843754,0.7278598
816,0.21044241,1.788421
817,-1.8644478,2.041597
818,0.40151405,0.63664097
819,2.0524619,-0.021326704
820,-0.8018838,1.4535686
821,-0.98949593,0.4110873
822,-3.72729,-0.21296804
823,1.522073,1.3574396
824,-3.9378207,-0.27086005
825,5.088963,0.4434492
826,1.4301885,1.2899691
827,-0.37663466,0.07123173
828,4.824136,-0.85326654
829,-3.8355594,0.16796456
830,-0.042557128,2.2832518
831,1.5733179,-2.018643
832,-1.7832316,0.5886479
833,-1.497202,2.0501323
834,1.7779038,0.92587477
835,1.0885504,1.6859219
836,0.6385385,-1.6021056
837,0.43091312,2.1618197
838,2.5676768,-2.373254
839,1.7791165,0.07790802
840,-0.6428108,-1.2806067
841,6.273828,0.37154558
842,0.7231201,1.7706422
843,0.0022649765,-1.6331546
844,0.14364167,-1.2034456
845,4.787719,-1.0592325
846,-0.7108185,-0.83883166
847,-0.45093235,0.46697888
848,5.4145284,-0.0054939687
849,-2.8027987,1.4738877
850,5.1591043,-0.2809187
851,-0.306172,-0.1355857
852,-0.26847318,-0.9747623
853,2.1977925,0.20386212
854,2.6890826,-2.3071027
855,1.2080175,2.0350819
856,1.3300436,0.9388696
857,-3.3498003,0.84656864
858,4.061992,-1.5101794
859,-1.9112961,2.1833963
860,-3.7683299,0.1845153
861,3.7224607,-1.394507
862,-4.1394567,-0.28040266
863,4.0458746,-1.8482021
864,0.04296732,2.2574835
865,-2.6144207,1.5939617
866,0.72977906,-2.0110817
867,-2.6107678,1.5211362
868,-0.561428,2.6511004
869,1.733504,1.1150329
870,0.9021032,-1.687272
871,2.5396583,-1.9465343
872,4.019018,-1.4926382
873,1.0712252,1.9659952
874,1.8991235,1.1219306
875,-0.54151577,2.4944186
876,-3.6439483,0.42039254
877,-3.1467817,0.8681987
878,0.5731926,1.6845404
879,-2.0749242,2.0861912
880,5.24884,0.1694615
881,0.6687475,-1.613081
882,3.1819768,-1.9041786
883,2.9367306,-1.8572308
884,5.1947784,0.1498188
885,2.5272377,-2.3649583
886,4.0827937,-1.2741684
887,-1.027537,2.2768335
888,5.283029,-1.0447049
889,-2.762565,1.5164628
890,3.8109226,-1.9861465
891,0.39308783,2.3889506
892,5.1895194,-0.050442815
893,2.2837884,-1.9077708
894,1.8866136,-2.60592
895,5.354428,0.7109961
896,0.02279586,-1.2057072
897,2.135668,0.9633054
898,-3.8962395,-0.5223192
899,4.9322624,-0.48701918
900,-3.4336154,0.5912908
901,2.5467818,-0.31595093
902,3.592808,-2.1176682
903,1.4402506,-2.1595259
904,0.44823912,2.2607608
905,1.926457,0.3917695
906,2.219378,-2.118691
907,2.6980155,-1.5565159
908,-2.7056966,1.6354802
909,-1.0940746,2.24524
910,-0.31342036,2.3645885
911,0.96842957,1.3151965
912,5.4973397,-0.42204237
913,-1.0927244,0.5692319
914,4.77349,-0.7075967
915,2.1395698,0.91115737
916,-2.6715612,1.615646
917,-3.223007,1.0478626
918,5.6500845,0.752236
919,-3.4715164,0.31918454
920,-3.7288768,-0.10506662
921,-3.7478352,-0.08160741
922,2.0995662,-1.7849936
923,-3.7661994,0.36752802
924,2.8325698,-1.5144268
925,0.6682512,-1.3729104
926,-3.6748536,0.12848757
927,4.551488,-0.9510127
928,-3.1671987,0.8860612
929,4.339814,-1.011259
930,-0.75863725,-0.32264292
931,1.3677627,1.3493907
932,-1.4845033,2.0665398
933,0.5187461,-1.3442507
934,2.2263403,-2.1185956
935,1.7427983,1.2394854
936,1.6958923,-1.8909051
937,1.2301861,1.3347697
938,5.86929,1.6564677
939,-0.1231294,-0.61237603
940,2.0462594,0.021988545
941,-0.28610227,2.5848186
942,-0.36480817,0.36182988
943,1.2792063,1.3122609
944,4.9990506,-0.24958237
945,-3.015434,1.3633822
946,4.3325896,-1.4065723
947,-3.9791403,-0.5280995
948,1.0628015,-1.891985
949,5.470369,0.18159397
950,-2.3641045,1.7220033
951,2.2767043,-0.26018086
952,0.011265595,2.4559033
953,-0.1304248,0.17825085
954,-2.784092,1.5647682
955,2.2135453,-1.9774339
956,-1.263293,2.4061522
957,-3.299972,1.0072026
